Eugraph.	ad Ter. heaut.	Eugraph.	Ter. heaut.
Ps. Cypr.	de pasch. comp.	Ps. Cypr.	comput. pasch.
Ps. Cypr.	or.	Ps. Cypr.	de resurr. mort.
Ps. Cypr.	sing. cler.	Ps. Cypr.	de sing. cler.
Ps. Cypr.	in genes.	Ps. Cypr.	de genes.
Ps. Cypr.	poët. genes.	Ps. Cypr.	de genes.
Ps. Cypr.	de laud. martyr.	Ps. Cypr.	de laud. mart.
Aquil.	Roman.	Aquil.	Rom.
Hist.	Apollon. reg.	Hist.	Apollon.
Gennad.	vir. ill.	Gennad.	de vir. ill.
Porph.	Hor. epod.	Porph.	Hor. ep.
Porph.	Hor. sat.	Porph.	Hor. carm.
Volus.	Maecian. descr.	Volus.	Maecian.
Ver.	imper.	Ver.	imp.
Orest.	trag.	Orest.	tr.
Instit.	Iustin.	Instit.	Iust.
Mart.	spect.	Mart.	de spect.
Eulog.	in somn. Scip.	Eulog.	in Cic. somn. Scip.
Minuc.	Fel. Oct.	Minuc.	Fel.
Verg.	gramm. ep.	Verg.	gramm.
Verg.	gramm. epist.	Verg.	gramm.
Verg.	gramm. epit.	Verg.	gramm.
Verg.	Aen. 	Verg.	Aen.
Verg.	Aen. lib.	Verg.	Aen.
Verg.	catal.	Verg.	cat.
Verg.	ecl.	Verg.	eccl.
Verg.	georg.	Verg.	ge.
Verg.	georg. 	Verg.	ge.
Prob.	cathol.	Prob.	cath.
Prob.	in Verg. georg.	Prob.	Verg. georg.
Prob.	instit. art.	Prob.	inst. art.
Prob.	inst. art. no.	Prob.	inst. art.
Prob.	ad. Iuven.	Prob.	ad Iuven.
Prob.	ad Verg. ecl.	Prob.	ad Iuven.
Prob.	app.	Prob.	App.
Prob.	append.	Prob.	App.
Prob.	ad Verg. bucol. in.	Prob.	Verg. bucol.
Prob.	de nom. exc.	Prob.	de nom.
Hier.	chron. Euseb. Ol.	Hier.	ad Ol.
Hier.	ep.	Hier.	Ephes.
Hier.	in Ruf.	Hier.	Ruf.
Hier.	adv. Rufin.	Hier.	Ruf.
Hier.	adv. Iov.	Hier.	adv. Ioann. Hierosol.
Hier.	adv. Lucif.	Hier.	adv. Ioann. Hierosol.
Hier.	adv. Pelag.	Hier.	adv. Ioann. Hierosol.
Hier.	vir. ill.	Hier.	de vir. ill.
Gall.	fr.	Gall.	eleg. fr.
Nipperd.	Quaestt. Caesar.	Nipperd.	Quaest. Caes.
Nipperd.	ad Caes.	Nipperd.	Quaest. Caes.
Pacuv.	tr. 	Pacuv.	tr.
Pacuv.	trag.	Pacuv.	tr.
Pacuv.	tr. Paul.	Pacuv.	Paul.
Ps. Augustin.	serm. app.	Ps. Augustin.	app. serm.
Ps. Augustin.	serm.	Ps. Augustin.	app. serm.
Ps. Augustin.	epist.	Ps. Augustin.	app. epist.
Hildebr.	Apul. apol.	Hildebr.	Apul.
Hildebr.	Apul. flor.	Hildebr.	Apul.
Hildebr.	Apul. met.	Hildebr.	Apul.
Hildebr.	Apul. met. 	Hildebr.	Apul.
Vulc.	Gall. Avid. Cass.	Vulc.	Cass. Avid.
Vulc.	Gallic. Avid. Cass.	Vulc.	Cass. Avid.
Cledon.	praef.	Cledon.	art. praef.
Class.	auct.	Class.	Auct.
Class.	auct. VI.	Class.	Auct.
Class.	auct. tom.	Class.	Auct.
Class.	auct. vol.	Class.	Auct.
Petr.	Chrysol. serm.	Petr.	Chrys. serm.
Lampr.	Alex. Sev.	Lampr.	Al. Sev.
Lampr.	Alex. Sex.	Lampr.	Al. Sev.
Lampr.	Comm. Anton.	Lampr.	Comm.
Lampr.	Commod.	Lampr.	Comm.
Lampr.	Commm.	Lampr.	Comm.
Lampr.	Helig.	Lampr.	Hel.
Lampr.	Heliog.	Lampr.	Hel.
Lampr.	Heliogr.	Lampr.	Hel.
Lampr.	Diad.	Lampr.	Anton. Diad.
Lampr.	Diadum.	Lampr.	Anton. Diad.
Nazar.	pan. Const.	Nazar.	pan.
Nazar.	pan. Constant.	Nazar.	pan.
Ruric.	epist.	Ruric.	ep.
Capit.	Albin.	Capit.	Alb.
Capit.	Claud. Albin.	Capit.	Alb.
Capit.	Clod. Albin.	Capit.	Alb.
Capit.	Macrin.	Capit.	Macr.
Capit.	Opil. Macr.	Capit.	Macr.
Capit.	Pertin.	Capit.	Pert.
Capit.	Port.	Capit.	Pert.
Capit.	Gord. iun.	Capit.	Gord.
Capit.	Gord. tr.	Capit.	Gord.
Capit.	Anton. phil.	Capit.	Anton. Phil.
Capit.	in Ver.	Capit.	Ver.
Capit.	Maximin.	Capit.	Maxim.
Capit.	Maxim. duob.	Capit.	Maxim.
Capit.	Maxim. duor.	Capit.	Maxim.
Capit.	Maxim. iun.	Capit.	Maxim.
Capit.	in Maximin. duob.	Capit.	Maximin. duob.
Fortunat.	art. rhet.	Fortunat.	art.
Vict.	Vit. carm.	Vict.	Vit.
Gothofr.	Cod. Theod. tom.	Gothofr.	Cod. Theod.
Censorin.	fragm.	Censorin.	fr.
Compar.	in Augustin. epist.	Compar.	Augustin. epist.
Compar.	in Sidon. epist.	Compar.	Augustin. epist.
Inscr.	in Anthol. Lat.	Inscr.	ap. Burm. Anthol. Lat.
Inscr.	Rhen. Bramb.	Inscr.	Rhen.
Notit.	imp. occid.	Notit.	dign. occid.
Notit.	dign. or.	Notit.	dign. occid.
Notit.	dignit. vol.	Notit.	dign. vol.
Notit.	dignit. orient.	Notit.	dign. orient.
Syr.	sent. app.	Syr.	sent.
Ven.	Fortun. carm.	Ven.	Fortun.
Avien.	orb. terr.	Avien.	descr. orb. terr.
Avien.	or. marit.	Avien.	or. mar.
Avien.	orb. descr.	Avien.	descr. orb.
Avien.	Arat. 	Avien.	Arat.
Avien.	Arat. phaen.	Avien.	Arat.
Avien.	phaen.	Avien.	Phaen.
Avien.	phaenom.	Avien.	Phaen.
Trag.	inc. fab.	Trag.	fab. inc.
Trag.	inc. fab. 	Trag.	fab. inc.
Trag.	inc. fr.	Trag.	inc. fab. fr.
Frgm.	iur. Rom. Vatic.	Frgm.	Vat.
Varr.	sat. Men.	Varr.	sat. Mem.
Varr.	sat. Men. 	Varr.	sat. Mem.
Metrol.	scriptt.	Metrol.	Scriptt.
Metrol.	scriptt. Lat.	Metrol.	Scriptt.
Metrol.	scriptt. Lat. vol.	Metrol.	Scriptt.
Metrol.	scrippt. Lat.	Metrol.	Scriptt.
Plin. nat.	hist. lib.	Plin. nat.	hist.
Plin. nat.	hist. pr.	Plin. nat.	hist.
Plin. nat.	hist. praef.	Plin. nat.	hist.
Mall.	Theod. cons.	Mall.	Theod.
Schenkl.	Alcim. Avit. poëm.	Schenkl.	Alcim. Avit. carm.
Schenkl.	Sidon. carm.	Schenkl.	Alcim. Avit. carm.
Schenkl.	Cod. Iustin.	Schenkl.	Cod. Iust.
Schenkl.	Sidon. epist.	Schenkl.	Hieron. epist.
Schenkl.	Corp. inscr. Lat.	Schenkl.	Corp. inscr.
Schenkl.	Hyg. fab.	Schenkl.	Hyg. astr.
Schenkl.	Vulg. deut.	Schenkl.	Vulg.
Schenkl.	Vulg. genes.	Schenkl.	Vulg.
Schenkl.	Vulg. iudic.	Schenkl.	Vulg.
Schenkl.	Prud. ham.	Schenkl.	Amm.
Vahlen.	Plin.	Vahlen.	Plaut. Pers.
Vahlen.	Plaut. Poen. prol.	Vahlen.	Plaut. Pers.
Muret.	op. vol.	Muret.	Opp. vol.
Prud.	psych.	Prud.	Psych.
Prud.	psych. 	Prud.	Psych.
Prud.	psych. praef.	Prud.	Psych.
Prud.	psychom.	Prud.	Psych.
Prud.	aposch.	Prud.	Psych.
Prud.	cath. praef.	Prud.	cath.
Prud.	cathem.	Prud.	cath.
Prud.	apoth. praef.	Prud.	apoth.
Prud.	epilog.	Prud.	epil.
Prud.	ham. 	Prud.	ham.
Prud.	ham. praef.	Prud.	ham.
Prud.	hamart.	Prud.	ham.
Prud.	dittoch.	Prud.	Diptych.
Gramm.	de nom.	Gramm.	de dub. nom.
Gramm.	de idiom. gen.	Gramm.	de gen.
Gramm.	Vatic.	Gramm.	Vat.
Sisenn.	fr. inc.	Sisenn.	fr.
Sisenn.	hist. fr.	Sisenn.	fr.
Sisenn.	hist. fr. inc.	Sisenn.	fr.
Albin.	de art. rhet.	Albin.	art. rhet.
Prisc.	perieg.	Prisc.	Perieg.
Prisc.	partit. XII. vers. Aen.	Prisc.	part. XII. vers. Aen.
Prisc.	de metr. Terent.	Prisc.	de metr. Ter.
Prisc.	praeex. rhet.	Prisc.	de praeex. rhet.
Prisc.	praeex.	Prisc.	de praeex. rhet.
Prisc.	praeexerc. rhet.	Prisc.	de praeex. rhet.
Prisc.	praeëx.	Prisc.	de praeex. rhet.
Prisc.	de num. fig.	Prisc.	de fig. num.
Prisc.	de nom. etc.	Prisc.	de nom.
Prisc.	de accent.	Prisc.	de acceat.
Anecd.	Helvet.	Anecd.	Helv.
Pelag.	veterin.	Pelag.	vet.
Cassiod.	dial.	Cassiod.	de dial.
Cassiod.	var. praef.	Cassiod.	in psalt. praef.
Cassiod.	in psalt. praef. vol.	Cassiod.	in psalt. praef.
Cassiod.	compl. act. apost.	Cassiod.	compl.
Cassiod.	compl. apoc.	Cassiod.	compl.
Cassiod.	complex. act. apost.	Cassiod.	compl.
Cassiod.	de arithm.	Cassiod.	arithm.
Cassiod.	de art. gramm. in.	Cassiod.	de art. disc. lib.
Cassiod.	in psalm. tom.	Cassiod.	in Auct. class. tom.
Cassiod.	in psalm. praef.	Cassiod.	in psalm.
Cassiod.	in psalt.	Cassiod.	in psalm.
Cassiod.	in cant. cantic.	Cassiod.	in cant.
Cassiod.	in cantic.	Cassiod.	in cant.
Cassiod.	div. litt.	Cassiod.	de inst. div. litt.
Cassiod.	div. inst.	Cassiod.	de inst. div. litt.
Cassiod.	instit. div. litt.	Cassiod.	de inst. div. litt.
Cassiod.	orthogr.	Cassiod.	de orthogr.
Cassiod.	de orthogr. praef. extr.	Cassiod.	de orthogr.
Cassiod.	de orthogr. praef.	Cassiod.	de orthogr.
Cassiod.	hist. eccl.	Cassiod.	hist.
Cassiod.	hist. eccl. trip.	Cassiod.	hist.
Cassiod.	hist. eccles.	Cassiod.	hist.
Cassiod.	hist. sacr.	Cassiod.	hist.
Cassiod.	hist. trip.	Cassiod.	hist.
Gell.	praef.	Gell.	pr.
Gell.	prooem.	Gell.	pr.
Eutych.	art. gr.	Eutych.	art.
Arr.	Menand. dig.	Arr.	Men. dig.
Cod.	theod.	Cod.	Theod.
Cod.	Theod. tit. sequ. libr.	Cod.	Theod.
Laev.	fr.	Laev.	erotop. fr.
Plin.	Val. praef. fol.	Plin.	Val.
Plin.	Sec. medic. praef. in.	Plin.	Sec.
Plin.	epp.	Plin.	ep.
Plin.	epp. emend.	Plin.	ep.
Plin.	pr.	Plin.	hist. nat. praef.
Plin.	praef.	Plin.	hist. nat. praef.
Plin.	lib.	Plin.	ind. libr.
Petron.	poët. fr.	Petron.	fr.
Petron.	poët.	Petron.	poet.
Pompei.	comm. art. Donat.	Pompei.	comm.
Pompei.	comment.	Pompei.	comm.
Pompei.	comment. art. Donat.	Pompei.	comm.
Pompei.	gramm. comment. art. Donat.	Pompei.	comm.
Ps. Verg.	cul.	Ps. Verg.	Cul.
Ps. Verg.	cir.	Ps. Verg.	Cir.
Ps. Verg.	moret.	Ps. Verg.	mor.
Dracont.	hexaëm. epil.	Dracont.	hexaëm.
Dracont.	satisf.	Dracont.	sat.
Dracont.	carm. min.	Dracont.	carm.
Dracont.	carm. minor.	Dracont.	carm.
Scaevol.	dig.	Scaevol.	Dig.
Anthol.	Lat. 	Anthol.	Lat.
Anthol.	Latin.	Anthol.	Lat.
Anthol.	Lat. fasc.	Anthol.	Lat.
Anthol.	epigr. Lat. spec.	Anthol.	Lat.
Ps. Fulg.	serm.	Ps. Fulg.	Rusp. serm.
Iunior.	orb. descr.	Iunior.	descr. orb.
Victor.	de reg. urb. Rom. reg.	Victor.	de reg. urb. Rom. epil. extr. Corp. inscr. Lat.
Caecil.	com. 	Caecil.	com.
Caecil.	com. fr.	Caecil.	com.
Caecil.	com. fr. inc.	Caecil.	com.
Cl.	Mamert. pan. Maximin. Aug.	Cl.	Mamert. pan. Maxim.
Cl.	Quadrig. ann.	Cl.	Quadr. ann.
Cl.	Mamert. grat. act. Iulian.	Cl.	Mam. grat. act.
Cl.	Sacerd. art. gr.	Cl.	Sacerd.
Cl.	Sacerd. art. gramm.	Cl.	Sacerd.
Coel.	Antip. fr. inc.	Coel.	Antip.
Auson.	ep.	Auson.	Drepan. fil.
Auson.	ep. 	Auson.	Drepan. fil.
Auson.	ephem. orat.	Auson.	ephem.
Auson.	ephem. parecb.	Auson.	ephem.
Auson.	eclog.	Auson.	ecl.
Auson.	parent. praef.	Auson.	parent.
Auson.	parent. praef. pros.	Auson.	parent.
Auson.	edyll.	Auson.	ad edyll.
Auson.	edyll. 	Auson.	ad edyll.
Auson.	ad nep. lemm.	Auson.	ad edyll.
Auson.	epist. edyll.	Auson.	ad edyll.
Auson.	epist. praem. edyll.	Auson.	ad edyll.
Auson.	epith.	Auson.	epist.
Auson.	grat. act. II.	Auson.	grat. act.
Auson.	grat. act. III.	Auson.	grat. act.
Auson.	grat. act. VIII.	Auson.	grat. act.
Auson.	grat. act. XVII.	Auson.	grat. act.
Auson.	grat. act. XVIII.	Auson.	grat. act.
Auson.	epigr.	Auson.	epig.
Auson.	ord. urb. nobil.	Auson.	ord. urb. nob.
Auson.	lud. sept. sap. praef.	Auson.	lud. sept. sap.
Auson.	sept. sap. Cleob.	Auson.	lud. sept. sap.
Auson.	sept. sap.	Auson.	de nom. sept. dier.
Auson.	Mos. 	Auson.	Mos.
Auson.	Mosell.	Auson.	Mos.
Auson.	de monos.	Auson.	Mos.
Auson.	perioch. Iliad. prooem.	Auson.	perioch. Iliad.
Auson.	perioch. Odyss.	Auson.	perioch. Iliad.
Auson.	perioch. praef.	Auson.	perioch. Iliad.
Auson.	prof.	Auson.	de prof.
Garet.	Vgl. Isid. orig.	Garet.	Isid.
Sedul.	carm. pasch.	Sedul.	carm.
Sedul.	in carm. pasch. praef.	Sedul.	carm.
Sedul.	pasch. carm.	Sedul.	carm.
Sedul.	paschal. carm.	Sedul.	carm.
Alcim.	ad soror.	Alcim.	ad Sor.
Alcim.	ep.	Alcim.	Av. ep.
Alcim.	Avit. ep.	Alcim.	Av. ep.
Alcim.	Avit. epist.	Alcim.	Av. ep.
Alcim.	Avit. fr.	Alcim.	Avit.
Alcim.	Avit. homil.	Alcim.	Avit.
Alcim.	Avit. poëm.	Alcim.	Avit.
Ven. Fort.	carm. append.	Ven. Fort.	app.
Ven. Fort.	carm. praef.	Ven. Fort.	carm.
Ven. Fort.	epist. praem. carm.	Ven. Fort.	carm.
Ven. Fort.	epist. praemiss. carm.	Ven. Fort.	carm.
Ven. Fort.	in epist. praem. carm.	Ven. Fort.	carm.
Ven. Fort.	miscell.	Ven. Fort.	misc.
Ven. Fort.	prol. libr.	Ven. Fort.	prol.
Ven. Fort.	vit. Mart.	Ven. Fort.	de vit. Mart.
Ven. Fort.	vit. Radeg.	Ven. Fort.	de vit. Mart.
Ven. Fort.	epist. praef. libr.	Ven. Fort.	epist.
Ven. Fort.	init. epist. praem. carm.	Ven. Fort.	epist.
Ven. Fort.	vit. Amiant.	Ven. Fort.	vit. Albin. Andeg.
Ven. Fort.	vit. Leob.	Ven. Fort.	vit. Albin. Andeg.
Aur. Vict.	vir. ill.	Aur. Vict.	de vir. ill.
Aur. Vict.	orig.	Aur. Vict.	de orig.
Aur. Vict.	de Caes.	Aur. Vict.	Caes.
Aur. Vict.	de orig. gent. Rom.	Aur. Vict.	de or. gent. Rom.
Aur. Vict.	orig. gent. Rom.	Aur. Vict.	de or. gent. Rom.
Avian.	fab. apol.	Avian.	apol.
Anton.	imper.	Anton.	imp.
Max.	Victorin.	Max.	Victor.
Isid.	de off. eccl.	Isid.	de eccl. off.
Isid.	eccl. off.	Isid.	de eccl. off.
Isid.	ord. creat.	Isid.	de ord. creat.
Isid.	de ord. nat.	Isid.	de ord. creat.
Isid.	ord. nat.	Isid.	de ord. creat.
Isid.	diff.	Isid.	de diff.
Isid.	de diff. verb. no.	Isid.	de diff.
Isid.	epist.	Isid.	ep.
Isid.	orig.	Isid.	Orig.
Isid.	regul. monach.	Isid.	Regul. Monach.
Isid.	reg. monach.	Isid.	Regul. Monach.
Isid.	reg. mon.	Isid.	Regul. Monach.
Isid.	in levit.	Isid.	in Levit.
Iul.	Valer.	Iul.	Val.
Iul.	epit. nov.	Iul.	Epit. nov.
Iul.	Vict. art.	Iul.	Vict.
Iul.	Vict. art. rhet.	Iul.	Vict.
Iul.	Vict. rhet.	Iul.	Vict.
Iul.	Victor. art. rhet.	Iul.	Vict.
Iul.	Pelagon.	Iul.	Pelag.
Iul.	Obseq.	Iul.	Obs.
Iul.	Obsequ.	Iul.	Obs.
Iul.	Firm. math. praef.	Iul.	Firm. math.
Vgl.	übh. Prisc.	Vgl.	Prisc.
Vgl.	Hildebr. Apul. met.	Vgl.	Hildebr. Apul. apol.
Vgl.	übh. Hildebr. Apul. tom.	Vgl.	Hildebr. Apul. apol.
Vgl.	ex Charis. art. gramm.	Vgl.	Charis.
Vgl.	Schol. Bern. Verg. georg.	Vgl.	Schol. Bern. Verg. ecl.
Vgl.	übh. Gell.	Vgl.	Gell.
Vgl.	übh. Lachm. Lucr.	Vgl.	Lachm. Lucr.
Vgl.	Porphyr. Hor. epod.	Vgl.	Porphyr. Hor. carm.
Vgl.	Corp. inscr. Lat.	Vgl.	Burm. Anthol. Lat. tom.
Vgl.	Schol. Pers.	Vgl.	Pers.
Vgl.	Serv. Verg. georg.	Vgl.	Serv. Verg. Aen.
Vgl.	Naev. com.	Vgl.	Com. Lat. ed. min. Ribb.
Vgl.	übh. Drak. Liv.	Vgl.	Drak. Liv.
Vgl.	Drak. Sil.	Vgl.	Drak. Liv.
Vgl.	Isid. orig.	Vgl.	Isid.
Vgl.	Isidor.	Vgl.	Isid.
Vgl.	Ps. Ascon. Cic. II. Verr.	Vgl.	Cic. or.
Vgl.	de oct. partt. or.	Vgl.	Cic. or.
Vgl.	de idiom. gen.	Vgl.	Diom.
Vgl.	Gloss. Lat. Arab.	Vgl.	Gloss. III.
Vgl.	Paul. ex. Fest.	Vgl.	Fest.
Vgl.	ex Fest.	Vgl.	Fest.
Vgl.	Liv.	Vgl.	Anecd. Helv.
Vgl.	übh. Macr. sat.	Vgl.	übh. Hildebr. Apul. met.
Greg. M.	epist.	Greg. M.	ep.
Terent.	Maur. 	Terent.	Maur.
Geogr.	Ravenn.	Geogr.	Rav.
Oudend.	Apul. met.	Oudend.	Apul.
Oudend.	Suet. Tit.	Oudend.	Suet. Tib.
Vulcat.	Gall. Avid. Cass.	Vulcat.	Avid. Cass.
Vulcat.	Gallic. Avid. Cass.	Vulcat.	Avid. Cass.
Gratt.	cyn. 	Gratt.	cyn.
Edict.	Theodoric. reg.	Edict.	Theoderic. 
Edict.	Diocl. 	Edict.	Diocl.
Edict.	Diocl. II. no.	Edict.	Diocl.
Edict.	Diocl. praef.	Edict.	Diocl.
Edict.	Diocl. prooem.	Edict.	Diocl.
Edict.	Diocl. prooem. extr.	Edict.	Diocl.
Epit.	Illiad.	Epit.	Iliad.
Rom.	legg. coll.	Rom.	leg. coll.
Rom.	leg. collat.	Rom.	leg. coll.
Rom.	leg. collat. tit.	Rom.	leg. coll.
Rom.	legg. collat.	Rom.	leg. coll.
Rom.	fr.	Rom.	II. fr.
Kellerm.	vigil. Rom. laterc. no.	Kellerm.	vig. Rom. lat.
Pompon.	com. fr.	Pompon.	com.
Pompon.	com. fr. 	Pompon.	com.
Pompon.	de orig. iur. not.	Pompon.	de orig. iur.
Greg.	epist.	Greg.	ep.
Comic.	pall. fr. inc.	Comic.	Rom. fr.
Comic.	pall. inc. fr.	Comic.	Rom. fr.
Comic.	Rom. fragm.	Comic.	Rom. fr.
Gargil.	de pom.	Gargil.	de arb. pomif.
Gargil.	de arbor. pomif.	Gargil.	de arb. pomif.
Gargil.	de arb. pornif.	Gargil.	de arb. pomif.
Gargil.	Mart. medic.	Gargil.	Mart. med.
Gargil.	Mart. medic. extr.	Gargil.	Mart. med.